0.000000	5.000000
0.392295	4.984587
0.782172	4.938442
1.167227	4.861850
1.545085	4.755283
1.913417	4.619398
2.269952	4.455033
2.612493	4.263201
2.938926	4.045085
3.247240	3.802030
3.535534	3.535534
3.802030	3.247240
4.045085	2.938926
4.263201	2.612493
4.455033	2.269952
4.619398	1.913417
4.755283	1.545085
4.861850	1.167227
4.938442	0.782172
4.984587	0.392295
5.000000	0.000000
